"imdb.uid","Country","Title","Type","imdb.rating","runtime","Year","Letterboxd.Rating","Letterboxd.Votes"
"tt0085180","France","L' argent","movie",7.5,85,1983,"3.97","5876"
"tt0133152","USA","planet of the apes","movie",5.7,119,2001,"2.2","27117"
"tt0345549","Thailand","last life in the universe","movie",7.6,112,2003,"3.78","2198"
"tt0038043","#N/A","De røde enge","movie",6.7,85,1945,"3.3","71"
"tt0201445","Senegal","Badou Boy","movie",6.9,56,1970,"3.55","143"
"tt0063518","Italy","Romeo and Juliet","movie",7.6,138,1968,"3.37","7892"
"tt8929142","#N/A","63 Up","tvMovie",8.2,180,2019,"4.07","599"
"tt0023042","#N/A","I Am a Fugitive from a Chain Gang","movie",8.2,92,1932,"4","2733"
"tt0113557","Sweden","Kjærlighetens kjøtere","movie",7.3,118,1995,"3.57","285"
"tt0056687","USA","what ever happened to baby jane?","movie",8.1,134,1962,"4.07","16443"
"tt0117214","Iran","Nun va Goldoon","movie",7.9,78,1996,"4.16","2873"
"tt0061882","Japan","Branded to Kill","movie",7.4,99,1967,"3.84","6501"
"tt0116483","USA","Happy Gilmore","movie",7,92,1996,"3.2","39395"
"tt0032138","USA","The Wizard of Oz","movie",8,102,1939,"4.01","74646"
"tt0118694","China","Faa yeung nin wa","movie",8.1,98,2000,"4.35","54325"
"tt0043686","France","Jeux interdits","movie",8.1,86,1952,"3.99","2764"
"tt0063385","UK","Oliver!","movie",7.4,153,1968,"3.5","6358"
"tt0070735","USA","the sting","movie",8.3,129,1973,"4.04","24691"
"tt0119217","Canada","Good Will Hunting","movie",8.3,126,1997,"4.13","143318"
"tt8267604","Lebanon","Capharnaüm","movie",8.4,126,2018,"4.02","15460"
"tt0396269","USA","Wedding Crashers","movie",6.9,119,2005,"3.03","40142"
"tt0093603","India","Nayakan","movie",8.7,145,1987,"4.07","485"
"tt0103099","USA","Tongues Untied","movie",6.7,55,1989,"4.07","1303"
"tt1426352","Belgium","Amer","movie",6.2,90,2009,"3.36","3103"
"tt8399288","#N/A","Memoria","movie",NA,NA,2020,NA,NA
"tt0099871","USA","Jacob's Ladder","movie",7.5,113,1990,"3.7","23720"
"tt2085910","USA","Room 237","movie",6.2,102,2012,"2.99","19027"
"tt0087123","Serbia","strangler vs. strangler","movie",8.1,93,1984,"3.65","184"
"tt0910970","USA","WALL·E","movie",8.4,98,2008,"4.12","199535"
"tt0433722","Japan","Môsô dairinin","tvMiniSeries",8.1,325,2004,"4.22","1955"
"tt0087884","USA","Paris, Texas","movie",8.1,145,1984,"4.32","38706"
"tt5580036","USA","I, Tonya","movie",7.5,119,2017,"3.81","139717"
"tt0357413","USA","Anchorman: The Legend of Ron Burgundy","movie",7.2,94,2004,"3.5","79591"
"tt0058138","Denmark","gertrud","movie",7.4,116,1964,"3.86","2804"
"tt2758880","Turkey","Winter Sleep","movie",8.2,196,2014,"4.03","8382"
"tt0993846","#N/A","The Wolf of Wall Street","movie",8.2,180,2013,"3.98","285657"
"tt0475169","France","13 Tzameti","movie",7.4,93,2005,"3.56","1903"
"tt0097958","USA","National Lampoon's Christmas Vacation","movie",7.6,97,1989,"3.63","38099"
"tt1663202","Canada","The Revenant","movie",8.1,156,2015,"3.82","208472"
"tt1379182","Greece","Kynodontas","movie",7.3,97,2009,"3.82","40965"
"tt0071562","USA","The Godfather: Part II","movie",9,202,1974,"4.53","111286"
"tt0138749","USA","The Road to El Dorado","movie",6.9,89,2000,"3.43","28186"
"tt0054167","UK","Peeping Tom","movie",7.7,101,1960,"3.96","13510"
"tt2358891","Italy","La grande bellezza","movie",7.8,141,2013,"3.94","24116"
"tt0131409","USA","Geri's Game","short",7.9,4,1997,"3.79","12102"
"tt0057196","Poland","jak byc kochana","movie",7.5,97,1963,"3.57","116"
"tt0196499","USA","Diaries Notes and Sketches","movie",7.6,177,1969,"4.06","837"
"tt0071733","France","lacombe, lucien","movie",7.8,138,1974,"3.73","1427"
"tt0032728","USA","The Long Voyage Home","movie",7,105,1940,"3.64","1149"
"tt0069293","Russian Federation","Solyaris","movie",8.1,167,1972,"4.19","29523"
"tt0056443","Japan","Sanjuro","movie",8.1,96,1962,"4.02","10020"
"tt0114787","Serbia","Underground","movie",8.1,170,1995,"4.1","4912"
"tt0073440","USA","nashville","movie",7.7,160,1975,"4.1","12069"
"tt0399295","France","lord of war","movie",7.6,122,2005,"3.49","28128"
"tt0100150","USA","Miller's Crossing","movie",7.8,115,1990,"3.91","27933"
"tt0029192","USA","Make Way for Tomorrow","movie",8.2,91,1937,"4.18","3911"
"tt0064536","Germany","Katzelmacher","movie",7.2,88,1969,"3.36","1137"
"tt4613272","China","Lu bian ye can","movie",7.3,113,2015,"3.81","4006"
"tt0354575","Belgium","De fem benspænd","movie",7.5,90,2003,"3.69","3482"
"tt0101765","France","La double vie de Véronique","movie",7.8,98,1991,"4.09","16736"
"tt0042876","Japan","Rashômon","movie",8.2,88,1950,"4.2","38153"
"tt0077159","Portugal","Amor de Perdição: Memórias de uma Família","tvMiniSeries",7.7,270,1978,"4.14","264"
"tt1781769","#N/A","Anna Karenina","movie",6.6,129,2012,"3.31","21109"
"tt0015163","USA","The Navigator","movie",7.7,59,1924,"3.74","2637"
"tt0119008","USA","Donnie Brasco","movie",7.7,127,1997,"3.66","23165"
"tt0090728","USA","Big Trouble in Little China","movie",7.3,99,1986,"3.72","44953"
"tt0068983","#N/A","My Childhood","movie",7.4,46,1972,"3.85","579"
"tt0033680","USA","The Great Train Robbery","movie",7.3,62,1941,NA,NA
"tt0089606","Sweden","Mitt liv som hund","movie",7.6,101,1985,"3.76","3524"
"tt0029947","USA","bringing up baby","movie",8,102,1938,"3.92","14901"
"tt0055233","Japan","the human condition iii: a soldier's prayer","movie",8.8,190,1961,"4.42","2309"
"tt0052861","France","the great war","movie",8.3,137,1959,"4.02","656"
"tt0119385","India","iruvar","movie",7.9,140,1997,"4.01","369"
"tt0042619","France","Diary of a Country Priest","movie",7.8,115,1951,"4.01","4683"
"tt0014429","USA","Safety Last!","movie",8.1,74,1923,"4.04","8982"
"tt0036154","USA","Meshes of the Afternoon","short",7.9,14,1943,"4.14","10877"
"tt0059643","Poland","the saragossa manuscript","movie",8,182,1965,"3.97","1212"
"tt4647692","#N/A","Letterkenny","tvSeries",8.7,1620,2016,"#N/A","#N/A"
"tt0944835","USA","Salt","movie",6.4,100,2010,"2.81","30850"
"tt0064285","France","The Wild Child","movie",7.6,83,1970,"3.62","2179"
"tt0071487","France","the phantom of liberty","movie",8,104,1974,"3.89","4101"
"tt0119237","USA","gummo","movie",6.7,89,1997,"3.62","16974"
"tt2396224","USA","It's Such a Beautiful Day","movie",8.3,62,2012,"4.27","18238"
"tt3666210","USA","H.","movie",6,93,2014,"3.11","278"
"tt0073312","USA","Love and Death","movie",7.8,85,1975,"3.81","9279"
"tt0028010","USA","My Man Godfrey","movie",8,94,1936,"3.94","5770"
"tt1883092","Germany","Unsere Mütter, unsere Väter","tvMiniSeries",8.5,270,2013,"4.03","1673"
"tt0018773","USA","The Circus","movie",8.2,72,1928,"4","7132"
"tt0117151","#N/A","Nan guo zai jian, nan guo","movie",7.3,124,1996,"3.83","1158"
"tt0033152","UK","The Thief of Bagdad","movie",7.5,106,1940,"3.65","3022"
"tt0046851","Japan","The crucified lovers","movie",8.1,102,1954,"4.05","1796"
"tt0106977","USA","the fugitive","movie",7.8,130,1993,"3.79","36494"
"tt1189073","Spain","La piel que habito","movie",7.6,120,2011,"3.86","38146"
"tt0134402","Brazil","Cabra Marcado Para Morrer","movie",8.4,119,1984,"4.51","1870"
"tt0190377","Singapore","Eating Air","movie",6.1,100,1999,"3.41","37"
"tt0477347","USA","Night at the Museum","movie",6.4,108,2006,"2.96","78853"
"tt0056160","Hungary","Két félidö a pokolban","movie",8.1,140,1961,"3.68","95"
"tt1095421","Pakistan","Ramchand Pakistani","movie",7.6,103,2008,NA,NA
"tt0031762","USA","only angels have wings","movie",7.7,121,1939,"4.02","5589"
"tt0133093","Australia","the matrix","movie",8.7,136,1999,"4.14","214228"
"tt0117604","#N/A","Seven Servants","movie",6,88,1996,NA,NA
"tt0047281","#N/A","Nijûshi no hitomi","movie",8,156,1954,"4.02","921"
"tt0034978","UK","Listen to Britain","short",6.6,20,1942,"3.28","989"
"tt4015500","Germany","The Tale","movie",7.3,114,2018,"3.88","13880"
"tt0120789","USA","pleasantville","movie",7.5,124,1998,"3.57","23636"
"tt0067048","Senegal","emitai","movie",7.1,103,1971,"3.73","186"
"tt0175880","USA","magnolia","movie",8,188,1999,"4.14","70029"
"tt0052700","USA","compulsion","movie",7.5,103,1959,"3.57","1492"
"tt1601913","USA","The Grey","movie",6.8,117,2011,"3.3","34067"
"tt6902696","Chile","Gloria Bell","movie",6.3,102,2018,"3.34","9657"
"tt0067647","France","I racconti di Canterbury (2/3)","movie",6.5,111,1972,"3.36","2083"
"tt7736478","#N/A","Il traditore","movie",7.2,145,2019,"3.55","2619"
"tt0122371","Czechia","Adelheid","movie",7.4,99,1970,"3.72","354"
"tt0079095","Germany","The Marriage of Maria Braun","movie",7.9,120,1978,"3.98","5277"
"tt11782198","#N/A","Still Processing","short",NA,17,2020,"3.9","49"
"tt0120570","USA","From the Earth to the Moon","tvMiniSeries",8.6,720,1998,"4.08","574"
"tt0011541","USA","one week","movie",8.2,25,1920,"4.06","3845"
"tt0468569","UK","The Dark Knight","movie",9,152,2008,"4.43","334621"
"tt0097959","USA","Near Death","movie",8.4,358,1989,"4.15","176"
"tt0037674","France","Les enfants du paradis","movie",8.4,189,1945,"4.24","4542"
"tt5895028","USA","13th","movie",8.2,100,2016,"4.13","25025"
"tt11697690","South Korea","Domangchin yeoja","movie",NA,77,2020,NA,NA
"tt7242142","USA","Blindspotting","movie",7.4,95,2018,"4.07","31379"
"tt0074605","USA","Harlan County U.S.A.","movie",8.2,103,1976,"4.2","3311"
"tt0064553","Russian Federation","King Lear","movie",8.3,139,1971,"3.83","277"
"tt0095574","Russian Federation","Malenkaya Vera","movie",7,128,1988,"3.38","225"
"tt0087400","Germany","Heimat - Eine Chronik in elf Teilen","tvMiniSeries",8.7,924,1984,"4.2","368"
"tt6813504","USA","Linklater: On Cinema & Time","video",7.6,8,2016,"4","168"
"tt0053198","France","The 400 Blows","movie",8.1,99,1959,"4.26","38350"
"tt0015648","Russian Federation","Battleship Potemkin","movie",8,66,1925,"3.92","19579"
"tt0092067","Japan","Tenkû no shiro Rapyuta","movie",8,125,1986,"4.01","42308"
"tt0053146","Brazil","Black Orpheus","movie",7.5,100,1959,"3.83","4304"
"tt0241527","UK","Harry Potter and the Sorcerer's Stone","movie",7.6,152,2001,"3.71","170585"
"tt2125435","USA","Beasts of the Southern Wild","movie",7.3,93,2012,"3.68","28529"
"tt0045034","France","Le plaisir","movie",7.7,97,1952,"3.88","1791"
"tt0418763","#N/A","Jarhead","movie",7,125,2005,"3.37","24008"
"tt0091251","Belarus","come and see","movie",8.3,142,1985,"4.5","18180"
"tt0041452","USA","The Heiress","movie",8.2,115,1949,"4.01","2869"
"tt6725158","Sweden","Fanny och Alexander","tvMiniSeries",9.1,312,1983,"4.5","995"
"tt0032080","USA","Union Pacific","movie",7.1,135,1939,"3.32","447"
"tt2396589","USA","Mudbound","movie",7.4,134,2017,"3.71","24284"
"tt0099348","UK","Dances with wolves","movie",8,181,1990,"3.69","23424"
"tt0038787","USA","Notorious","movie",7.9,102,1946,"4.03","19923"
"tt1316540","Hungary","A torinói ló","movie",7.8,155,2011,"4.08","7741"
"tt0110639","#N/A","Nella mischia","movie",7.7,93,1995,"4.06","166"
"tt4365518","Germany","Sufat Chol","movie",6.8,87,2016,"3.39","1107"
"tt0100274","Switzerland","nouvelle vague","movie",7.1,90,1990,"3.55","596"
"tt0040755","Mexico","salon mexico ","movie",7.4,95,1949,"3.58","188"
"tt0035446","USA","To Be or Not to Be","movie",8.3,99,1942,"4.19","9240"
"tt0120587","USA","Antz","movie",6.5,83,1998,"2.74","33014"
"tt0379370","India","maqbool","movie",8.2,132,2003,"3.83","430"
"tt0995832","USA","Generation Kill","tvMiniSeries",8.5,490,2008,"4.17","2134"
"tt0056215","Italy","mamma roma","movie",7.9,106,1962,"3.94","2944"
"tt0037558","UK","brief encounter","movie",8.1,86,1945,"4.22","13191"
"tt0040724","USA","red river","movie",7.8,126,1948,"3.92","6559"
"tt0138704","USA","Pi","movie",7.4,84,1998,"3.61","30710"
"tt0070258","USA","Juvenile Court","movie",8.3,144,1973,"4.01","195"
"tt0077928","UK","Midnight Express","movie",7.6,121,1978,"3.66","8855"
"tt0154421","Denmark","Idioterne","movie",6.8,117,1998,"3.38","6592"
"tt2246947","Brazil","Recife Frio","short",8,24,2009,"4.07","1273"
"tt0425624","Austria","Visions of Europe","movie",5.9,140,2004,"3.2","163"
"tt1992236","#N/A","The Cremaster Cycle","movie",6.7,398,2003,NA,NA
"tt0121765","USA","Star Wars: Episode II - Attack of the Clones","movie",6.5,142,2002,"2.45","150453"
"tt0117381","USA","primal fear","movie",7.7,129,1996,"3.69","22967"
"tt6752992","France","Lazzaro felice","movie",7.6,128,2018,"3.88","14794"
"tt0265666","USA","The Royal Tenenbaums","movie",7.6,110,2001,"4.03","95381"
"tt0118607","USA","Amistad","movie",7.3,155,1997,"3.32","9656"
"tt0112471","Austria","before sunrise","movie",8.1,101,1995,"4.28","78012"
"tt4882376","Cambodia","First They Killed My Father","movie",7.2,136,2017,"3.49","4535"
"tt0079944","Estonia","Stalker","movie",8.2,162,1979,"4.4","38903"
"tt0054780","Czechia","Dáblova past","movie",7.6,85,1962,"3.82","258"
"tt8613070","France","Portrait de la jeune fille en feu","movie",8.1,122,2019,"4.43","50211"
"tt0071604","USA","hearts and minds","movie",8.2,112,1974,"4.06","1770"
"tt0317051","Brazil","ABC da Greve","movie",8,75,1990,"3.92","216"
"tt0199369","#N/A","The Body","movie",8,112,1970,NA,NA
"tt2937898","United Arab Emirates","A Most Violent Year","movie",7,125,2014,"3.55","27751"
"tt0068161","Russian Federation","A zori zdes tikhie","movie",8.2,188,1972,"3.72","242"
"tt0433383","#N/A","Good Night, and Good Luck.","movie",7.4,93,2005,"3.65","14956"
"tt0112913","Hong Kong","Do lok tin si","movie",7.7,99,1995,"4.03","16772"
"tt0061709","Italy","I giorni dell'ira","movie",7.1,111,1967,"3.64","1634"
"tt0381668","Thailand","Sud pralad","movie",7.2,118,2004,"4.04","6775"
"tt0091559","India","mouna ragam","movie",8.6,146,1986,"3.79","149"
"tt0055630","Japan","Yôjinbô","movie",8.2,110,1961,"4.24","23486"
"tt0051980","Japan","Narayama bushikô","movie",8,98,1958,"3.94","1725"
"tt0245429","Japan","Sen to Chihiro no kamikakushi","movie",8.6,125,2001,"4.45","183392"
"tt9016016","#N/A","Saint Frances","movie",7,106,2019,"3.7","664"
"tt0110057","USA","Hoop dreams","movie",8.3,170,1994,"4.26","11869"
"tt0423731","#N/A","Samurai chanpurû","tvSeries",8.5,624,2004,"4.15","203"
"tt0058555","USA","Scorpio Rising","short",6.9,28,1963,"3.78","4093"
"tt0019130","USA","The Man Who Laughs","movie",7.7,110,1928,"3.8","2724"
"tt0097937","Ireland","My Left Foot","movie",7.9,103,1989,"3.78","11030"
"tt0086250","USA","scarface","movie",8.3,170,1983,"3.97","90789"
"tt6794476","USA","Dear Basketball","short",7.2,6,2017,"3.37","6339"
"tt0084934","France","Yol","movie",8.2,114,1982,"3.86","1080"
"tt0376177","Argentina","only human","movie",6.9,93,2004,"3.32","103"
"tt0105032","France","Les nuits fauves","movie",7,126,1992,"3.34","246"
"tt0068606","Portugal","fragments of an alms-film","movie",7.2,75,1972,"3.4","71"
"tt3254578","Philippines","Mga kuwentong barbero","movie",7.8,120,2013,"4.09","140"
"tt0110081","China","To Live","movie",8.3,133,1994,"4.07","2778"
"tt0054997","USA","The Hustler","movie",8,134,1961,"4","11352"
"tt0110912","USA","Pulp Fiction","movie",8.9,154,1994,"4.39","324072"
"tt0107096","France","Heaven & Earth","movie",6.8,140,1993,"3.12","1297"
"tt0027478","France","Le crime de Monsieur Lange","movie",7.3,80,1936,"3.68","1412"
"tt0055032","France","jules and jim","movie",7.8,105,1962,"3.91","15998"
"tt2850834","#N/A","La résurrection des natures mortes (Living Still Life)","short",7.2,15,2012,"3.56","359"
"tt0116209","UK","The English Patient","movie",7.4,162,1996,"3.44","16250"
"tt0060597","Czechia","carriage to vienna","movie",7.7,78,1966,"3.82","212"
"tt0120815","USA","saving private ryan","movie",8.6,169,1998,"4.17","132764"
"tt0118767","Russian Federation","Brat","movie",8,96,1997,"3.76","1798"
"tt0130232","#N/A","La région centrale","movie",6.4,180,1971,"3.84","467"
"tt0120244","USA","Sunday","movie",6.8,91,1997,"3.37","73"
"tt3120794","Japan","Feng ai","movie",8.1,227,2013,"4.01","402"
"tt8491744","Brazil","Guaxuma","short",7.5,15,2018,"4.06","456"
"tt0080678","UK","The Elephant Man","movie",8.2,124,1980,"4.09","38288"
"tt0026752","USA","Mutiny on the Bounty","movie",7.7,132,1935,"3.61","3229"
"tt0265651","UK","Ripley's Game","movie",6.6,110,2002,"3.21","1561"
"tt0091406","Taiwan","Liàn liàn fengchén","movie",7.7,109,1986,"3.87","1519"
"tt0097940","Japan","mystery train","movie",7.6,110,1989,"3.92","10796"
"tt0076574","UK","Providence","movie",7.7,110,1977,"3.74","829"
"tt0093822","#N/A","Raising Arizona","movie",7.3,94,1987,"3.81","48155"
"tt0075148","USA","rocky","movie",8.1,120,1976,"4.01","79178"
"tt0034587","USA","Cat People","movie",7.3,73,1942,"3.68","13394"
"tt1392190","Australia","Mad Max: Fury Road","movie",8.1,120,2015,"4.19","296435"
"tt0078754","USA","All That Jazz","movie",7.9,123,1979,"4.15","13079"
"tt0214915","India","Manichitrathazhu","movie",8.7,169,1993,"4.05","310"
"tt0067023","USA","Duel","tvMovie",7.6,90,1971,"3.74","17547"
"tt0118694","China","Faa yeung nin wa","movie",8.1,98,2000,"4.35","53591"
"tt0068361","France","the discreet charm of the bourgeoisie","movie",7.9,102,1972,"3.98","13321"
"tt0046438","Japan","Tokyo Story","movie",8.2,136,1953,"4.36","20963"
"tt2914690","USA","Song of Avignon","video",7.8,8,1998,"4.13","708"
"tt0477348","USA","No Country for Old Men","movie",8.1,122,2007,"4.27","179706"
"tt2582802","USA","Whiplash","movie",8.5,106,2014,"4.34","248485"
"tt8725958","South Korea","Gangbyeon hotel","movie",6.8,96,2018,"3.56","2224"
"tt0057345","France","Le mépris","movie",7.6,103,1963,"3.9","13392"
"tt0065214","USA","the wild bunch","movie",7.9,135,1969,"4.02","15598"
"tt0077751","Egypt","Iskanderija... lih?","movie",7.4,133,1979,"3.77","366"
"tt5580390","USA","The Shape of Water","movie",7.3,123,2017,"3.79","219497"
"tt0079522","USA","Manhattan","movie",8,96,1979,"3.97","35540"
"tt0109508","USA","Crumb","movie",8,119,1994,"4.05","8190"
"tt7957132","USA","Hands of Bresson","video",6.8,4,2014,"3.62","176"
"tt0053198","France","Les quatre cents coups","movie",8.1,99,1959,"4.26","37828"
"tt0084628","France","Sans soleil","movie",8,104,1983,"4.17","6729"
"tt0169547","USA","American Beauty","movie",8.3,122,1999,"4.02","155843"
"tt0067919","Sweden","Utvandrarna","movie",8,191,1971,"4.12","1675"
"tt0112913","Hong Kong","Do lok tin si","movie",7.7,99,1995,"4.03","16491"
"tt0091670","Sweden","Offret","movie",8.1,149,1986,"4.22","9775"
"tt0387898","Austria","Caché","movie",7.3,117,2005,"3.96","22998"
"tt0088727","USA","Anne of Green Gables","tvMiniSeries",8.5,199,1985,"4.12","1952"
"tt5311514","Japan","Kimi no na wa.","movie",8.4,106,2016,"4.19","94530"
"tt0476735","Turkey","my father and my son","movie",8.3,108,2005,"3.78","2010"
"tt2375605","Denmark","The Act of Killing (1/2)","movie",8.2,117,2012,"4.21","25544"
"tt0062759","Russian Federation","the diamond arm","movie",8.5,100,1969,"3.76","699"
"tt0110413","France","Léon","movie",8.5,110,1994,"4.14","124957"
"tt3612616","Canada","Mommy","movie",8.1,139,2014,"4.21","37267"
"tt0061473","France","La chinoise","movie",7.2,95,1967,"3.68","4977"
"tt3086442","Austria","Ich seh ich seh","movie",6.7,99,2014,"3.37","25901"
"tt0018192","France","Napoléon vu par Abel Gance","movie",8.1,240,1927,"4.2","2174"
"tt0050458","Italy","Il grido","movie",7.7,116,1957,"3.7","1389"
"tt0318034","Denmark","Russian Ark","movie",7.4,99,2002,"3.79","8505"
"tt0043265","UK","The African Queen","movie",7.7,105,1951,"3.68","13083"
"tt0060802","Czechia","Ostre sledované vlaky","movie",7.7,92,1966,"3.82","3335"
"tt0039340","USA","Dreams That Money Can Buy","movie",6.8,99,1947,"3.56","414"
"tt0064276","USA","Easy Rider","movie",7.3,95,1969,"3.65","27860"
"tt0075404","Russian Federation","the ascent","movie",8.3,111,1977,"4.23","4056"
"tt0086250","USA","Scarface","movie",8.3,170,1983,"3.97","89245"
"tt0247638","USA","The Princess Diaries","movie",6.3,111,2001,"3.38","47540"
"tt0327835","Egypt","El harrif","movie",7.3,148,1983,"4.17","481"
"tt1856101","Canada","Blade Runner 2049","movie",8,164,2017,"4.12","207599"
"tt5013056","#N/A","Dunkirk","movie",7.9,106,2017,"3.89","253550"
"tt0055499","Sweden","through a glass darkly","movie",8.1,90,1961,"4.08","10302"
"tt6083294","USA","Us Funny","short",7.7,16,2016,"3.73","90"
"tt0209122","#N/A","La maison des bois","tvMiniSeries",8.5,364,1971,"#N/A","#N/A"
"tt0061429","Italy","Quién sabe?","movie",7.1,118,1967,"3.64","988"
"tt0064916","Italy","Ehi amico... c'è Sabata. Hai chiuso!","movie",6.8,111,1969,"3.34","838"
"tt0058715","Italy","the gospel according to st. matthew","movie",7.8,137,1964,"3.95","3868"
"tt0034583","USA","Casablanca","movie",8.5,102,1942,"4.26","84138"
"tt0060545","#N/A","Io la conoscevo bene","movie",7.7,115,1965,"3.95","1488"
"tt0137523","Germany","Fight Club","movie",8.8,139,1999,"4.26","270399"
"tt0379357","USA","Los Angeles Plays Itself","movie",8,169,2003,"4.07","3164"
"tt0069467","Sweden","Cries & Whispers","movie",8.1,91,1972,"4.13","13498"
"tt0086979","USA","Blood Simple","movie",7.6,99,1984,"3.89","29352"
"tt0074462","Norway","Edvard Munch","tvMovie",8.3,210,1974,"4.24","1378"
"tt2649086","USA","Ensemble for Somnambulists","short",6,6,1951,"3.19","238"
"tt0254686","Germany","the piano teacher","movie",7.5,131,2001,"4.02","20283"
"tt0140788","USA","The Act of Seeing with One's Own Eyes","short",7.1,32,1971,"3.86","1293"
"tt0245220","Armenia","Kghziner","movie",6.5,56,1987,"3.57","33"
"tt0087763","USA","My Brother's Wedding","movie",7.1,115,1983,"3.67","880"
"tt0097564","Brazil","Ilha das Flores","short",8.5,13,1989,"4.22","3404"
"tt0077315","France","the green room","movie",7.2,94,1978,"3.38","798"
"tt0081398","USA","Raging Bull","movie",8.2,129,1980,"4.22","61844"
"tt0057590","UK","Tom Jones","movie",6.5,129,1963,"2.89","2334"
"tt11327100","#N/A","Alma no Olho","short",NA,11,1973,"4.04","167"
"tt0081834","Germany","Das Boot","tvMiniSeries",8.8,293,1985,"4.14","22794"
"tt0066999","USA","dirty harry","movie",7.8,102,1971,"3.75","25788"
"tt0118098","Italy","Voci nel tempo","movie",7.8,86,1996,"4.16","697"
"tt0019254","France","the passion of joan of arc","movie",8.2,81,1928,"4.39","19320"
"tt0027977","USA","Modern Times","movie",8.5,87,1936,"4.24","36726"
"tt0361596","USA","Fahrenheit 9/11","movie",7.5,122,2004,"3.33","17133"
"tt0067885","Poland","the third part of the night","movie",7.4,105,1971,"3.8","1338"
"tt0368794","USA","I'm Not There","movie",6.9,135,2007,"3.58","11206"
"tt1045658","#N/A","Silver Linings Playbook","movie",7.7,122,2012,"3.6","159760"
"tt0107290","USA","Jurassic Park","movie",8.1,127,1993,"4.13","204889"
"tt0190590","France","O Brother, Where Art Thou?","movie",7.7,107,2000,"3.88","73130"
"tt0144782","Brazil","O Bandido da Luz Vermelha","movie",7.5,92,1968,"4.08","1216"
"tt0108394","France","Trois couleurs: Bleu","movie",7.9,94,1993,"4.12","30529"
"tt8938074","#N/A","Star Ferry","short",NA,8,2018,"#N/A","#N/A"
"tt0110357","USA","The Lion King","movie",8.5,88,1994,"4.26","185761"
"tt0071129","Italy","Amarcord","movie",7.9,123,1973,"4.03","10960"
"tt6677224","#N/A","Histoire(s) du cinéma","tvMiniSeries",7.3,267,1989,"#N/A","#N/A"
"tt0055747","Germany","L'amour à vingt ans","movie",7.3,120,1962,"3.43","376"
"tt0067144","UK","The Go-Between","movie",7.3,116,1971,"3.57","863"
"tt0061395","France","Belle de jour","movie",7.7,100,1967,"3.97","15283"
"tt1191111","Canada","Enter the Void","movie",7.3,161,2009,"3.69","31502"
"tt0077402","Italy","Dawn of the Dead","movie",7.9,127,1978,"3.97","32598"
"tt7467476","Canada","Fauve","short",7.6,17,2018,"3.92","5569"
"tt0067866","Mexico","El Topo","movie",7.5,125,1970,"3.75","11961"
"tt0018770","France","La chute de la maison Usher","movie",7.3,63,1928,"3.72","1859"
"tt0165636","Russian Federation","Bilyy ptakh z chornoyu vidznakoyu","movie",7.1,99,1971,"3.56","63"
"tt0084654","Germany","Veronika Voss","movie",7.9,104,1982,"3.87","2566"
"tt0053221","USA","rio bravo","movie",8.1,141,1959,"4.05","11818"
"tt0023037","Spain","Las Hurdes","short",7.4,30,1933,"3.52","2208"
"tt0104672","Syrian Arab Republic","Al-lail","movie",6.9,116,1992,"4.12","180"
"tt0056111","Russian Federation","ivan's childhood","movie",8.1,95,1962,"4.11","15252"
"tt0062366","France","Théâtre de Monsieur & Madame Kabal","movie",6.3,77,1967,"3.24","193"
"tt0054749","Italy","Two Women","movie",7.8,101,1960,"3.84","1734"
"tt0065622","#N/A","Il Decameron (1/3)","movie",7.1,111,1971,"3.69","3376"
"tt0049518","France","Le monde du silence","movie",7.1,86,1956,"3.46","500"
"tt0065067","Hungary","A tanú","movie",8.8,105,1969,"4.05","346"
"tt0037871","Switzerland","Die letzte Chance","movie",6.7,113,1945,"3.24","63"
"tt1843287","France","Like Someone in Love","movie",7,109,2012,"3.76","7074"
"tt0080455","USA","The Blues Brothers","movie",7.9,133,1980,"3.89","42124"
"tt1287878","South Korea","Poetry","movie",7.8,139,2010,"4.05","5545"
"tt0097904","France","Monsieur Hire","movie",7.6,81,1989,"3.71","1113"
"tt0086546","France","La ville des pirates","movie",7.2,111,1983,"3.96","1133"
"tt4925292","USA","Lady Bird","movie",7.4,94,2017,"4.02","257189"
"tt0130730","France","Gardiens de phare","movie",7.2,82,1929,"3.65","97"
"tt0057654","Brazil","Vidas Secas","movie",7.5,103,1963,"3.91","1473"
"tt0013933","France","Coeur fidèle","movie",7.5,87,1923,"3.78","840"
"tt1302006","USA","The Irishman","movie",8.1,209,2019,"4.1","126768"
"tt0144187","#N/A","Vechir na Ivana Kupala","movie",7.1,71,1968,"3.79","170"
"tt0335266","Japan","Lost in Translation","movie",7.7,102,2003,"3.94","126915"
"tt3281548","USA","Little Women","movie",8.2,135,2019,"4.34","94670"
"tt0482571","USA","The Prestige","movie",8.5,130,2006,"4.1","153158"
"tt5585718","#N/A","Curmudgeons","short",7.6,16,2016,"#N/A","#N/A"
"tt0096969","USA","Born on the Fourth of July","movie",7.2,145,1989,"3.54","12374"
"tt0092963","Japan","Yuki yukite, shingun","movie",8.2,122,1987,"4.27","1925"
"tt0067958","Serbia","W.R. - Misterije organizma","movie",6.9,84,1971,"3.52","1948"
"tt0107358","China","The blue kite","movie",7.6,140,1993,"3.8","676"
"tt0029583","USA","snow white and the seven dwarfs","movie",7.6,83,1937,"3.57","56978"
