"","prejudice_trans","treat_ind","white","hispanic","black","age","female","racename","democrat"
"1738",40,1,0,0,1,71,0,"hispanic",0
"1739",50,1,0,0,1,19,1,"hispanic",0
"1740",86,1,0,1,0,47,1,"white",0
"1741",75,1,0,1,0,49,0,"white",0
"1742",0,0,0,1,0,44,1,"white",1
"1743",0,0,0,1,0,75,1,"white",1
"1744",50,0,0,1,0,25,0,"white",0
"1745",98,0,0,1,0,59,0,"white",0
"1746",52,1,0,0,1,67,1,"hispanic",0
"1747",50,1,0,0,1,68,0,"hispanic",0
"1748",50,0,0,0,1,48,0,"hispanic",0
"1749",0,0,0,1,0,19,1,"white",1
"1750",0,0,0,0,1,18,1,"hispanic",0
"1751",50,0,0,0,1,53,0,"hispanic",0
"1752",50,1,0,0,1,30,0,"hispanic",0
"1753",50,1,0,0,1,72,0,"hispanic",0
"1754",50,1,0,0,1,22,0,"hispanic",0
"1755",30,1,0,0,1,46,1,"hispanic",0
"1756",50,0,0,1,0,54,1,"white",1
"1757",50,0,0,1,0,58,0,"white",1
"1758",2,0,0,1,0,19,1,"white",1
"1759",15,1,0,1,0,46,1,"white",1
"1760",62,0,0,1,0,65,0,"white",1
"1761",35,0,0,1,0,61,1,"white",1
"1762",50,1,0,0,1,34,1,"hispanic",1
"1763",11,1,0,0,1,25,1,"hispanic",0
"1764",27,1,0,0,1,72,1,"hispanic",0
"1765",34,1,0,1,0,52,0,"white",0
"1766",37,1,0,0,1,81,0,"hispanic",0
"1767",50,0,0,0,1,52,1,"hispanic",0
"1768",50,0,0,1,0,50,0,"white",0
"1769",50,1,0,0,1,48,0,"hispanic",1
"1770",50,0,0,1,0,72,1,"white",1
"1771",0,0,0,1,0,51,1,"white",1
"1772",36,0,0,1,0,25,1,"white",1
"1773",10,0,0,1,0,70,0,"white",0
"1774",50,1,0,0,1,55,0,"hispanic",0
"1775",100,1,0,0,1,88,1,"hispanic",0
"1776",0,1,0,0,1,28,1,"hispanic",0
"1777",0,1,0,0,1,26,1,"hispanic",0
"1778",0,1,0,0,1,19,1,"hispanic",1
"1779",0,1,0,0,1,19,0,"hispanic",1
"1780",0,1,0,0,1,21,1,"hispanic",1
"1781",0,1,0,0,1,20,1,"hispanic",0
"1782",50,1,0,0,1,18,0,"hispanic",0
"1783",100,0,0,1,0,62,1,"white",0
"1784",11,0,0,0,1,76,1,"hispanic",1
"1785",44,1,0,0,1,27,0,"hispanic",0
"1786",50,1,0,0,1,37,0,"hispanic",0
"1787",50,1,0,0,1,76,1,"hispanic",0
"1788",50,1,0,0,1,69,0,"hispanic",0
"1789",0,1,0,0,1,20,1,"hispanic",0
"1790",0,1,0,0,1,32,1,"hispanic",0
"1791",95,1,0,1,0,87,0,"white",0
"1792",100,1,0,1,0,57,0,"white",0
"1793",0,0,0,0,1,31,1,"hispanic",0
"1794",50,1,0,0,1,23,1,"hispanic",1
"1795",50,1,0,1,0,46,0,"white",1
"1796",0,0,0,1,0,21,1,"white",0
"1797",100,0,0,0,1,62,1,"hispanic",1
"1798",50,0,0,1,0,54,0,"white",1
"1799",50,0,0,0,1,58,1,"hispanic",0
"1800",50,1,0,0,1,28,1,"hispanic",0
"1801",90,1,0,0,1,72,0,"hispanic",0
"1802",50,0,0,1,0,29,1,"white",0
"1803",0,0,0,1,0,71,1,"white",1
"1804",50,1,0,0,1,53,1,"hispanic",1
"1805",44,1,0,0,1,57,0,"hispanic",1
"1806",25,0,0,0,1,35,1,"hispanic",0
"1807",25,0,0,0,1,35,0,"hispanic",0
