"","age","female","voted","racename","democrat","HispanOld"
"1256",22,1,0,"Hispanic",1,FALSE
"1257",36,1,0,"Hispanic",0,FALSE
"1258",58,0,1,"Hispanic",0,FALSE
"1259",49,1,1,"Hispanic",0,FALSE
"1260",19,1,1,"Hispanic",0,FALSE
"1261",43,1,1,"Hispanic",1,FALSE
"1262",49,0,1,"Caucasian",1,FALSE
"1263",27,1,0,"Hispanic",0,FALSE
"1264",68,0,1,"Hispanic",0,TRUE
"1265",66,0,0,"Hispanic",0,TRUE
"1266",43,0,0,"Hispanic",1,FALSE
"1267",42,1,0,"Caucasian",0,FALSE
"1268",45,1,1,"Hispanic",0,FALSE
"1269",19,0,NA,"Hispanic",0,FALSE
"1270",82,1,1,"Hispanic",0,TRUE
"1271",51,1,1,"Hispanic",1,FALSE
"1272",72,1,1,"Hispanic",1,TRUE
"1273",72,0,1,"Caucasian",0,FALSE
"1274",21,1,0,"Hispanic",0,FALSE
"1275",51,0,0,"Caucasian",1,FALSE
"1276",52,0,0,"Caucasian",0,FALSE
"1277",52,1,1,"Hispanic",0,FALSE
"1278",60,1,0,"Caucasian",1,FALSE
"1279",57,0,1,"Caucasian",0,FALSE
"1280",73,1,1,"Caucasian",0,FALSE
"1281",65,0,1,"Hispanic",0,TRUE
"1282",30,1,1,"Caucasian",0,FALSE
"1283",30,0,1,"Hispanic",0,FALSE
"1284",49,1,1,"Hispanic",0,FALSE
"1285",56,1,1,"Caucasian",1,FALSE
"1286",66,1,1,"Caucasian",1,FALSE
"1287",61,0,1,"Caucasian",1,FALSE
"1288",66,0,1,"Hispanic",1,TRUE
"1289",25,1,0,"Hispanic",0,FALSE
"1290",64,0,1,"Hispanic",0,TRUE
"1291",80,1,1,"Hispanic",0,TRUE
"1292",70,0,1,"Hispanic",0,TRUE
"1293",61,0,1,"Caucasian",1,FALSE
"1294",17,0,0,"Hispanic",0,FALSE
"1295",71,1,0,"Hispanic",1,TRUE
"1296",42,1,1,"Hispanic",0,FALSE
"1297",33,1,0,"Hispanic",0,FALSE
"1298",33,0,0,"Hispanic",0,FALSE
"1299",35,0,1,"Caucasian",1,FALSE
"1300",51,0,1,"Hispanic",0,FALSE
"1301",75,0,NA,"Hispanic",0,TRUE
"1302",53,1,1,"Caucasian",0,FALSE
"1303",27,1,1,"Hispanic",0,FALSE
"1304",77,1,1,"Hispanic",0,TRUE
"1305",29,1,0,"Hispanic",0,FALSE
"1306",65,1,1,"Hispanic",0,TRUE
"1307",61,0,1,"Hispanic",0,TRUE
"1308",42,0,0,"Hispanic",0,FALSE
"1309",40,1,0,"Hispanic",0,FALSE
"1310",68,1,1,"Asian",1,FALSE
"1311",51,1,1,"Hispanic",1,FALSE
"1312",27,1,0,"Caucasian",NA,FALSE
"1313",55,0,1,"Caucasian",1,FALSE
"1314",57,1,0,"Caucasian",1,FALSE
"1315",33,0,1,"Hispanic",0,FALSE
"1316",61,1,0,"Caucasian",0,FALSE
"1317",22,0,0,"Caucasian",0,FALSE
"1318",49,0,1,"Caucasian",0,FALSE
"1319",29,1,1,"Caucasian",1,FALSE
"1320",53,1,0,"Caucasian",1,FALSE
"1321",44,0,1,"Hispanic",0,FALSE
"1322",67,0,1,"Hispanic",1,TRUE
"1323",42,1,1,"Caucasian",0,FALSE
"1324",67,0,1,"Caucasian",1,FALSE
"1325",68,1,1,"Caucasian",1,FALSE
"1326",55,0,1,"Caucasian",0,FALSE
"1327",64,0,1,"Caucasian",0,FALSE
"1328",62,1,1,"Caucasian",0,FALSE
"1329",57,1,1,"Hispanic",1,FALSE
"1330",71,NA,1,"Caucasian",1,FALSE
"1331",22,0,0,"Hispanic",0,FALSE
"1332",46,1,1,"Hispanic",0,FALSE
"1333",55,0,1,"Caucasian",0,FALSE
"1334",30,1,1,"Caucasian",1,FALSE
"1335",31,0,1,"Hispanic",1,FALSE
"1336",50,0,0,"Caucasian",0,FALSE
"1337",26,0,0,"Hispanic",0,FALSE
"1338",27,0,0,"Hispanic",0,FALSE
"1339",65,1,0,"Hispanic",0,TRUE
"1340",77,0,0,"Caucasian",0,FALSE
"1341",30,0,0,"Caucasian",0,FALSE
"1342",72,1,1,"Hispanic",0,TRUE
"1343",46,0,1,"Hispanic",0,FALSE
"1344",74,0,1,"Hispanic",0,TRUE
"1345",28,1,1,"Caucasian",1,FALSE
"1346",58,0,0,"Hispanic",0,FALSE
"1347",64,1,1,"Hispanic",0,TRUE
"1348",20,0,1,"Hispanic",0,FALSE
"1349",45,0,0,"Hispanic",0,FALSE
"1350",63,1,NA,"Caucasian",0,FALSE
"1351",49,1,0,"Hispanic",0,FALSE
"1352",31,0,0,"Hispanic",0,FALSE
"1353",58,1,1,"Caucasian",1,FALSE
"1354",48,1,1,"Caucasian",1,FALSE
"1355",32,0,1,"Hispanic",0,FALSE
"1356",67,1,0,"Hispanic",0,TRUE
"1357",28,0,1,"Hispanic",1,FALSE
"1358",60,1,0,"Hispanic",0,TRUE
"1359",61,1,1,"Caucasian",0,FALSE
"1360",64,0,1,"Caucasian",0,FALSE
"1361",48,0,0,"Caucasian",0,FALSE
"1362",20,0,0,"Hispanic",0,FALSE
"1363",59,1,1,"Hispanic",1,FALSE
"1364",40,0,0,"Hispanic",1,FALSE
"1365",38,1,0,"Hispanic",1,FALSE
"1366",47,0,1,"Caucasian",0,FALSE
"1367",45,1,1,"Caucasian",NA,FALSE
"1368",53,1,0,"Hispanic",0,FALSE
"1369",62,1,1,"Caucasian",0,FALSE
"1370",66,1,1,"Caucasian",1,FALSE
"1371",26,0,1,"Caucasian",1,FALSE
"1372",59,1,1,"Hispanic",0,FALSE
"1373",71,1,1,"Hispanic",0,TRUE
"1374",82,1,1,"Caucasian",0,FALSE
"1375",53,1,0,"Hispanic",1,FALSE
"1376",30,0,0,"Hispanic",1,FALSE
"1377",48,0,0,"Hispanic",0,FALSE
"1378",26,1,0,"Hispanic",0,FALSE
"1379",37,1,1,"Hispanic",0,FALSE
"1380",37,0,1,"Hispanic",1,FALSE
"1381",42,1,0,"Hispanic",0,FALSE
"1382",51,1,0,"Hispanic",0,FALSE
"1383",49,NA,1,"Hispanic",0,FALSE
"1384",49,1,1,"Hispanic",0,FALSE
"1385",19,0,0,"Hispanic",0,FALSE
"1386",42,0,0,"Hispanic",0,FALSE
"1387",32,1,1,"Hispanic",0,FALSE
"1388",59,1,1,"Hispanic",0,FALSE
"1389",65,0,1,"Hispanic",0,TRUE
"1390",31,1,0,"Hispanic",0,FALSE
"1391",18,0,0,"Hispanic",0,FALSE
"1392",49,0,1,"Hispanic",0,FALSE
"1393",40,1,0,"Hispanic",0,FALSE
"1394",54,1,0,"Hispanic",0,FALSE
"1395",24,1,0,"Hispanic",0,FALSE
"1396",42,1,0,"Hispanic",0,FALSE
"1397",72,0,1,"Caucasian",0,FALSE
"1398",40,1,1,"Hispanic",0,FALSE
"1399",80,0,1,"Caucasian",1,FALSE
"1400",50,0,0,"Caucasian",1,FALSE
"1401",20,0,0,"Hispanic",1,FALSE
"1402",48,0,0,"Hispanic",0,FALSE
"1403",58,1,1,"Hispanic",0,FALSE
"1404",57,0,1,"Hispanic",0,FALSE
"1405",23,1,0,"Hispanic",0,FALSE
"1406",50,1,1,"Caucasian",1,FALSE
"1407",19,0,1,"Hispanic",1,FALSE
"1408",20,0,0,"Hispanic",1,FALSE
"1409",49,0,1,"Hispanic",0,FALSE
"1410",30,1,0,"Hispanic",0,FALSE
"1411",71,1,1,"Hispanic",1,TRUE
"1412",39,0,0,"Hispanic",0,FALSE
"1413",53,0,1,"Hispanic",0,FALSE
"1414",66,1,1,"Hispanic",0,TRUE
"1415",69,0,NA,"Caucasian",0,FALSE
"1416",85,1,1,"Hispanic",0,TRUE
"1417",50,0,0,"Caucasian",0,FALSE
"1418",23,1,0,"Hispanic",1,FALSE
"1419",71,1,1,"Hispanic",0,TRUE
"1420",41,0,0,"Hispanic",0,FALSE
"1421",70,0,1,"Hispanic",0,TRUE
"1422",45,0,1,"Hispanic",0,FALSE
"1423",64,1,0,"Hispanic",0,TRUE
"1424",50,1,1,"Hispanic",0,FALSE
"1425",66,1,1,"Hispanic",0,TRUE
"1426",43,1,1,"Hispanic",0,FALSE
"1427",18,1,1,"Hispanic",0,FALSE
"1428",56,1,1,"Hispanic",0,FALSE
"1429",40,0,0,"Caucasian",1,FALSE
"1430",82,1,0,"Hispanic",1,TRUE
"1431",60,1,1,"Hispanic",1,TRUE
"1432",44,0,NA,"Hispanic",1,FALSE
"1433",59,1,0,"Hispanic",0,FALSE
"1434",21,1,1,"Hispanic",0,FALSE
"1435",47,0,1,"Hispanic",0,FALSE
"1436",56,0,1,"Hispanic",0,FALSE
"1437",68,0,1,"Hispanic",0,TRUE
"1438",25,1,0,"Hispanic",0,FALSE
"1439",46,0,0,"Hispanic",0,FALSE
"1440",21,0,0,"Hispanic",0,FALSE
"1441",51,1,0,"Caucasian",NA,FALSE
"1442",44,0,1,"Caucasian",0,FALSE
"1443",52,0,1,"Hispanic",1,FALSE
"1444",52,0,1,"Hispanic",1,FALSE
"1445",22,1,0,"Hispanic",0,FALSE
"1446",59,0,1,"Hispanic",1,FALSE
"1447",56,1,0,"Hispanic",0,FALSE
"1448",31,0,1,"Caucasian",0,FALSE
"1449",29,0,1,"Hispanic",0,FALSE
"1450",59,1,1,"Hispanic",0,FALSE
"1451",64,0,1,"Hispanic",0,TRUE
"1452",30,1,0,"Hispanic",0,FALSE
"1453",18,1,1,"Hispanic",1,FALSE
"1454",24,NA,0,"Caucasian",0,FALSE
"1455",62,0,1,"Hispanic",0,TRUE
"1456",25,0,0,"Hispanic",NA,FALSE
"1457",56,0,0,"Hispanic",0,FALSE
"1458",29,1,0,"Hispanic",1,FALSE
"1459",57,0,0,"Hispanic",0,FALSE
"1460",51,1,0,"Hispanic",0,FALSE
"1461",67,0,1,"Hispanic",1,TRUE
"1462",66,1,1,"Hispanic",0,TRUE
"1463",41,0,1,"Hispanic",0,FALSE
"1464",49,0,1,"Hispanic",0,FALSE
"1465",43,1,NA,"Hispanic",0,FALSE
"1466",20,1,1,"Hispanic",1,FALSE
"1467",59,1,1,"Caucasian",0,FALSE
"1468",21,0,1,"Hispanic",1,FALSE
"1469",65,0,1,"Hispanic",0,TRUE
"1470",83,1,0,"Hispanic",0,TRUE
"1471",54,0,0,"Hispanic",0,FALSE
"1472",22,0,0,"Hispanic",0,FALSE
"1473",37,0,1,"Hispanic",0,FALSE
"1474",48,1,0,"Hispanic",0,FALSE
"1475",49,0,1,"Caucasian",1,FALSE
"1476",41,1,1,"Caucasian",0,FALSE
"1477",24,0,0,"Caucasian",0,FALSE
"1478",18,1,0,"Hispanic",1,FALSE
"1479",46,1,0,"Hispanic",1,FALSE
"1480",19,0,0,"Hispanic",0,FALSE
"1481",25,1,1,"Hispanic",1,FALSE
"1482",68,0,1,"Caucasian",0,FALSE
"1483",56,1,1,"Caucasian",1,FALSE
"1484",79,0,1,"Caucasian",1,FALSE
"1485",67,1,0,"Caucasian",1,FALSE
"1486",24,1,1,"Hispanic",1,FALSE
"1487",56,1,1,"Hispanic",1,FALSE
"1488",31,0,0,"African American",1,FALSE
"1489",55,1,1,"Hispanic",0,FALSE
"1490",19,0,0,"Hispanic",0,FALSE
"1491",78,1,1,"Hispanic",1,TRUE
"1492",56,1,1,"African American",1,FALSE
"1493",61,0,1,"Caucasian",1,FALSE
"1494",19,1,0,"Hispanic",0,FALSE
"1495",20,0,1,"Hispanic",0,FALSE
"1496",80,0,1,"Hispanic",0,TRUE
"1497",23,1,1,"Hispanic",0,FALSE
"1498",18,0,0,"Hispanic",0,FALSE
"1499",26,1,0,"Hispanic",0,FALSE
"1500",51,1,1,"Hispanic",0,FALSE
"1501",51,0,0,"Hispanic",0,FALSE
"1502",41,0,0,"Hispanic",0,FALSE
"1503",30,1,1,"Hispanic",1,FALSE
"1504",29,1,1,"Hispanic",1,FALSE
"1505",33,0,1,"Hispanic",0,FALSE
"1506",58,1,1,"Caucasian",1,FALSE
"1507",55,0,1,"Hispanic",0,FALSE
"1508",66,0,0,"Hispanic",0,TRUE
"1509",55,0,1,"Hispanic",0,FALSE
"1510",46,1,0,"Hispanic",0,FALSE
"1511",50,0,0,"Hispanic",0,FALSE
"1512",69,0,1,"Caucasian",0,FALSE
"1513",57,1,1,"Hispanic",0,FALSE
"1514",24,0,0,"African American",0,FALSE
"1515",46,1,NA,"Hispanic",0,FALSE
"1516",53,0,1,"Hispanic",0,FALSE
"1517",20,1,1,"Hispanic",0,FALSE
"1518",51,1,1,"Hispanic",0,FALSE
"1519",60,0,0,"Hispanic",0,TRUE
"1520",58,0,0,"Hispanic",0,FALSE
"1521",18,0,0,"Hispanic",1,FALSE
"1522",41,0,0,"Hispanic",0,FALSE
"1523",55,0,1,"Caucasian",1,FALSE
"1524",22,0,0,"African American",0,FALSE
"1525",20,0,1,"African American",0,FALSE
"1526",40,NA,0,"Caucasian",0,FALSE
"1527",54,1,1,"Hispanic",0,FALSE
"1528",53,0,1,"Hispanic",1,FALSE
"1529",55,0,1,"Caucasian",0,FALSE
"1530",61,0,1,"Caucasian",1,FALSE
"1531",20,0,0,"Hispanic",0,FALSE
"1532",53,1,1,"Hispanic",0,FALSE
"1533",22,1,0,"Hispanic",0,FALSE
"1534",42,1,0,"Caucasian",1,FALSE
"1535",72,1,1,"Caucasian",1,FALSE
"1536",40,1,1,"Hispanic",0,FALSE
"1537",22,0,1,"Caucasian",1,FALSE
"1538",28,1,1,"African American",1,FALSE
"1539",28,1,1,"Hispanic",1,FALSE
"1540",22,1,0,"Hispanic",0,FALSE
"1541",60,1,1,"Hispanic",0,TRUE
"1542",81,0,0,"Hispanic",0,TRUE
"1543",20,0,0,"Hispanic",0,FALSE
"1544",47,1,1,"Hispanic",0,FALSE
"1545",52,0,0,"Hispanic",0,FALSE
"1546",42,0,1,"Hispanic",1,FALSE
"1547",66,1,1,"Caucasian",1,FALSE
"1548",21,1,0,"Hispanic",0,FALSE
"1549",75,1,1,"African American",1,FALSE
"1550",60,0,1,"Caucasian",0,FALSE
"1551",42,0,0,"Hispanic",0,FALSE
"1552",75,1,1,"Hispanic",1,TRUE
"1553",55,0,1,"Hispanic",1,FALSE
"1554",21,1,0,"Hispanic",1,FALSE
"1555",56,0,1,"Hispanic",1,FALSE
"1556",51,1,1,"Caucasian",1,FALSE
"1557",58,1,1,"Hispanic",0,FALSE
"1558",34,0,0,"Hispanic",0,FALSE
"1559",37,1,0,"Hispanic",1,FALSE
"1560",25,1,0,"Hispanic",0,FALSE
"1561",22,1,0,"Hispanic",0,FALSE
"1562",28,0,0,"Hispanic",0,FALSE
"1563",90,1,1,"Caucasian",1,FALSE
"1564",37,0,1,"Asian",1,FALSE
"1565",60,1,1,"Hispanic",1,TRUE
"1566",66,0,1,"Hispanic",0,TRUE
"1567",23,0,1,"Hispanic",0,FALSE
"1568",68,0,1,"Caucasian",0,FALSE
"1569",32,0,1,"Hispanic",1,FALSE
"1570",75,1,1,"Hispanic",0,TRUE
"1571",46,0,0,"Hispanic",0,FALSE
"1572",55,1,1,"Caucasian",0,FALSE
"1573",25,0,1,"Hispanic",0,FALSE
"1574",56,0,1,"Hispanic",0,FALSE
"1575",55,1,1,"Hispanic",0,FALSE
"1576",28,1,0,"Hispanic",0,FALSE
"1577",20,1,0,"Hispanic",1,FALSE
"1578",58,1,1,"Caucasian",1,FALSE
"1579",76,0,1,"Hispanic",0,TRUE
"1580",29,1,0,"Hispanic",0,FALSE
"1581",31,1,0,"Hispanic",0,FALSE
"1582",69,0,1,"Hispanic",0,TRUE
"1583",56,1,1,"Hispanic",1,FALSE
"1584",47,0,1,"Hispanic",0,FALSE
"1585",43,1,1,"Hispanic",0,FALSE
"1586",57,0,1,"Caucasian",1,FALSE
"1587",60,1,1,"Hispanic",1,TRUE
"1588",83,0,1,"Hispanic",0,TRUE
"1589",20,1,0,"Hispanic",1,FALSE
"1590",49,1,0,"Hispanic",0,FALSE
"1591",55,0,0,"Hispanic",0,FALSE
"1592",29,1,0,"Hispanic",0,FALSE
"1593",65,1,0,"Hispanic",0,TRUE
"1594",64,0,1,"Caucasian",1,FALSE
"1595",50,0,0,"Caucasian",1,FALSE
"1596",47,1,0,"Hispanic",0,FALSE
"1597",20,1,0,"Hispanic",0,FALSE
"1598",32,0,0,"Caucasian",0,FALSE
"1599",36,1,0,"Caucasian",0,FALSE
"1600",53,1,1,"Hispanic",0,FALSE
"1601",19,1,0,"Hispanic",1,FALSE
"1602",64,1,1,"Caucasian",1,FALSE
"1603",40,0,0,"Hispanic",0,FALSE
"1604",38,1,1,"Hispanic",0,FALSE
"1605",41,1,0,"Hispanic",0,FALSE
"1606",59,1,1,"Hispanic",1,FALSE
"1607",48,0,1,"Caucasian",0,FALSE
"1608",56,0,1,"Hispanic",0,FALSE
"1609",73,0,1,"Hispanic",0,TRUE
"1610",65,0,1,"African American",1,FALSE
"1611",54,1,0,"Hispanic",0,FALSE
"1612",64,1,1,"Caucasian",1,FALSE
"1613",59,0,0,"Hispanic",0,FALSE
"1614",62,NA,1,"African American",1,FALSE
"1615",28,1,0,"Hispanic",0,FALSE
"1616",38,0,1,"Hispanic",0,FALSE
"1617",37,1,1,"Hispanic",0,FALSE
"1618",54,0,1,"African American",1,FALSE
"1619",56,1,1,"African American",1,FALSE
"1620",18,0,0,"Hispanic",0,FALSE
"1621",54,0,0,"Hispanic",NA,FALSE
"1622",57,0,1,"Hispanic",1,FALSE
"1623",66,0,0,"Hispanic",1,TRUE
"1624",50,1,0,"Hispanic",0,FALSE
"1625",75,1,1,"Hispanic",0,TRUE
"1626",78,0,1,"Hispanic",0,TRUE
"1627",49,0,0,"Hispanic",0,FALSE
"1628",71,1,1,"Hispanic",0,TRUE
"1629",78,0,1,"Hispanic",0,TRUE
"1630",58,0,1,"Hispanic",1,FALSE
"1631",63,0,1,"Asian",0,FALSE
"1632",16,1,0,"Hispanic",1,FALSE
"1633",82,0,1,"Hispanic",0,TRUE
"1634",51,0,NA,"Hispanic",1,FALSE
"1635",32,1,1,"Hispanic",0,FALSE
"1636",67,0,1,"Hispanic",0,TRUE
"1637",20,0,0,"Caucasian",0,FALSE
"1638",45,0,1,"Caucasian",0,FALSE
"1639",65,1,1,"Hispanic",NA,TRUE
"1640",68,0,1,"Hispanic",0,TRUE
"1641",55,1,0,"Caucasian",0,FALSE
"1642",91,1,1,"Hispanic",0,TRUE
"1643",58,0,1,"Hispanic",0,FALSE
"1644",39,1,1,"Hispanic",1,FALSE
"1645",60,1,1,"Hispanic",0,TRUE
"1646",21,1,1,"Hispanic",1,FALSE
"1647",19,1,1,"Hispanic",1,FALSE
"1648",34,0,0,"Hispanic",0,FALSE
"1649",34,1,0,"Hispanic",0,FALSE
"1650",68,0,1,"Hispanic",0,TRUE
"1651",60,1,1,"Hispanic",1,TRUE
"1652",45,1,0,"Hispanic",0,FALSE
"1653",44,0,0,"Caucasian",0,FALSE
"1654",45,1,0,"Caucasian",0,FALSE
"1655",32,0,NA,"Hispanic",0,FALSE
"1656",66,1,1,"Hispanic",1,TRUE
"1657",62,0,1,"Hispanic",0,TRUE
"1658",29,1,1,"Hispanic",0,FALSE
"1659",68,1,1,"Hispanic",1,TRUE
"1660",22,1,0,"Hispanic",0,FALSE
"1661",64,0,1,"Hispanic",0,TRUE
"1662",55,0,1,"Caucasian",1,FALSE
"1663",39,0,0,"Hispanic",0,FALSE
"1664",19,1,0,"Hispanic",0,FALSE
"1665",51,0,1,"Hispanic",0,FALSE
"1666",54,0,1,"Hispanic",0,FALSE
"1667",44,1,1,"Hispanic",1,FALSE
"1668",72,NA,0,"Caucasian",1,FALSE
"1669",46,1,1,"Hispanic",1,FALSE
"1670",54,0,1,"Hispanic",0,FALSE
"1671",23,1,0,"Hispanic",0,FALSE
"1672",18,0,0,"Hispanic",0,FALSE
"1673",54,1,0,"Hispanic",0,FALSE
"1674",55,1,0,"Hispanic",0,FALSE
"1675",46,1,0,"African American",1,FALSE
"1676",65,1,0,"Hispanic",1,TRUE
"1677",20,1,0,"African American",1,FALSE
"1678",21,0,0,"Hispanic",0,FALSE
"1679",20,1,0,"Hispanic",1,FALSE
"1680",44,1,0,"Hispanic",1,FALSE
"1681",27,0,1,"Hispanic",0,FALSE
"1682",58,NA,0,"Hispanic",0,FALSE
"1683",75,1,1,"African American",1,FALSE
"1684",21,1,0,"Hispanic",0,FALSE
"1685",77,0,1,"Caucasian",1,FALSE
"1686",50,0,1,"Caucasian",1,FALSE
"1687",72,1,1,"Caucasian",1,FALSE
"1688",61,1,1,"Hispanic",0,TRUE
"1689",25,0,1,"Hispanic",0,FALSE
"1690",86,1,0,"Hispanic",0,TRUE
"1691",60,1,1,"Hispanic",0,TRUE
"1692",64,1,1,"Caucasian",0,FALSE
"1693",38,0,0,"Caucasian",0,FALSE
"1694",22,0,1,"Hispanic",0,FALSE
"1695",27,0,0,"Hispanic",0,FALSE
"1696",55,1,1,"Hispanic",1,FALSE
"1697",85,1,1,"Hispanic",0,TRUE
"1698",45,1,0,"Caucasian",0,FALSE
"1699",18,0,0,"Hispanic",0,FALSE
"1700",53,NA,0,"Caucasian",0,FALSE
"1701",73,1,1,"Hispanic",0,TRUE
"1702",27,1,0,"Hispanic",0,FALSE
"1703",80,0,0,"Hispanic",0,TRUE
"1704",81,1,0,"Hispanic",0,TRUE
"1705",37,1,0,"Hispanic",0,FALSE
"1706",28,1,1,"Hispanic",0,FALSE
"1707",21,1,0,"Hispanic",0,FALSE
"1708",26,1,0,"Hispanic",1,FALSE
"1709",64,0,1,"Hispanic",0,TRUE
"1710",70,1,1,"Caucasian",1,FALSE
"1711",40,0,1,"Hispanic",0,FALSE
"1712",66,1,1,"Hispanic",0,TRUE
"1713",57,0,1,"Hispanic",0,FALSE
"1714",60,1,1,"Hispanic",0,TRUE
"1715",31,1,1,"Caucasian",0,FALSE
"1716",31,0,1,"Caucasian",0,FALSE
"1717",20,1,0,"Hispanic",1,FALSE
"1718",56,1,1,"Hispanic",0,FALSE
"1719",61,1,1,"Hispanic",0,TRUE
"1720",21,1,1,"Hispanic",0,FALSE
"1721",48,1,0,"Hispanic",0,FALSE
"1722",20,0,0,"Hispanic",0,FALSE
"1723",23,1,1,"Hispanic",1,FALSE
"1724",41,1,1,"Hispanic",0,FALSE
"1725",49,1,0,"Hispanic",1,FALSE
"1726",19,1,0,"Hispanic",1,FALSE
"1727",63,1,1,"Hispanic",0,TRUE
"1728",30,0,0,"Hispanic",0,FALSE
"1729",29,0,1,"Hispanic",0,FALSE
"1730",57,0,1,"Hispanic",0,FALSE
"1731",31,1,1,"Hispanic",0,FALSE
"1732",57,1,1,"Hispanic",1,FALSE
"1733",21,0,1,"Hispanic",0,FALSE
"1734",97,1,0,"Hispanic",1,TRUE
"1735",25,0,0,"Hispanic",0,FALSE
"1736",66,0,1,"Hispanic",0,TRUE
"1737",47,1,1,"Hispanic",0,FALSE
"1738",52,0,0,"Hispanic",1,FALSE
"1739",52,1,1,"Hispanic",0,FALSE
"1740",82,1,1,"Hispanic",1,TRUE
"1741",84,1,0,"Hispanic",0,TRUE
"1742",47,0,0,"Hispanic",0,FALSE
"1743",19,1,0,"Hispanic",1,FALSE
"1744",67,1,0,"Hispanic",0,TRUE
"1745",56,1,1,"Caucasian",1,FALSE
"1746",34,1,0,"Hispanic",0,FALSE
"1747",20,1,0,"Hispanic",0,FALSE
"1748",46,1,0,"Hispanic",0,FALSE
"1749",26,0,0,"Hispanic",0,FALSE
"1750",52,1,0,"Hispanic",0,FALSE
"1751",88,1,0,"Hispanic",0,TRUE
"1752",20,0,0,"Hispanic",0,FALSE
"1753",71,0,1,"Hispanic",0,TRUE
"1754",19,1,0,"Hispanic",0,FALSE
"1755",47,1,0,"Caucasian",0,FALSE
"1756",49,0,0,"Caucasian",0,FALSE
"1757",44,1,1,"Caucasian",1,FALSE
"1758",75,1,1,"Caucasian",1,FALSE
"1759",25,0,1,"Caucasian",0,FALSE
"1760",59,0,1,"Caucasian",0,FALSE
"1761",67,1,1,"Hispanic",0,TRUE
"1762",68,0,1,"Hispanic",0,TRUE
"1763",48,0,0,"Hispanic",0,FALSE
"1764",19,1,0,"Caucasian",1,FALSE
"1765",18,1,0,"Hispanic",0,FALSE
"1766",53,0,0,"Hispanic",0,FALSE
"1767",30,0,0,"Hispanic",0,FALSE
"1768",72,0,1,"Hispanic",0,TRUE
"1769",22,0,0,"Hispanic",0,FALSE
"1770",46,1,1,"Hispanic",0,FALSE
"1771",54,1,1,"Caucasian",1,FALSE
"1772",58,0,1,"Caucasian",1,FALSE
"1773",19,1,1,"Caucasian",1,FALSE
"1774",46,1,1,"Caucasian",1,FALSE
"1775",65,0,1,"Caucasian",1,FALSE
"1776",61,1,1,"Caucasian",1,FALSE
"1777",34,1,1,"Hispanic",1,FALSE
"1778",25,1,1,"Hispanic",0,FALSE
"1779",72,1,1,"Hispanic",0,TRUE
"1780",52,0,1,"Caucasian",0,FALSE
"1781",81,0,1,"Hispanic",0,TRUE
"1782",52,1,0,"Hispanic",0,FALSE
"1783",50,0,0,"Caucasian",0,FALSE
"1784",48,0,0,"Hispanic",1,FALSE
"1785",72,1,1,"Caucasian",1,FALSE
"1786",51,1,1,"Caucasian",1,FALSE
"1787",25,1,1,"Caucasian",1,FALSE
"1788",70,0,1,"Caucasian",0,FALSE
"1789",55,0,1,"Hispanic",0,FALSE
"1790",88,1,1,"Hispanic",0,TRUE
"1791",28,1,0,"Hispanic",0,FALSE
"1792",26,1,0,"Hispanic",0,FALSE
"1793",19,1,1,"Hispanic",1,FALSE
"1794",19,0,0,"Hispanic",1,FALSE
"1795",21,1,0,"Hispanic",1,FALSE
"1796",20,1,0,"Hispanic",0,FALSE
"1797",18,0,1,"Hispanic",0,FALSE
"1798",62,1,1,"Caucasian",0,FALSE
"1799",76,1,1,"Hispanic",1,TRUE
"1800",27,0,0,"Hispanic",0,FALSE
"1801",37,0,0,"Hispanic",0,FALSE
"1802",76,1,0,"Hispanic",0,TRUE
"1803",69,0,1,"Hispanic",0,TRUE
"1804",20,1,0,"Hispanic",0,FALSE
"1805",32,1,0,"Hispanic",0,FALSE
"1806",87,0,1,"Caucasian",0,FALSE
"1807",57,0,1,"Caucasian",0,FALSE
"1808",31,1,1,"Hispanic",0,FALSE
"1809",23,1,0,"Hispanic",1,FALSE
"1810",46,0,1,"Caucasian",1,FALSE
"1811",21,1,0,"Caucasian",0,FALSE
"1812",62,1,1,"Hispanic",1,TRUE
"1813",54,0,1,"Caucasian",1,FALSE
"1814",58,1,1,"Hispanic",0,FALSE
"1815",28,1,0,"Hispanic",0,FALSE
"1816",72,0,1,"Hispanic",0,TRUE
"1817",29,1,1,"Caucasian",0,FALSE
"1818",71,1,1,"Caucasian",1,FALSE
"1819",53,1,1,"Hispanic",1,FALSE
"1820",57,0,1,"Hispanic",1,FALSE
"1821",35,1,1,"Hispanic",0,FALSE
"1822",35,0,1,"Hispanic",0,FALSE
